9,4141.8665,909.7866,3701.0,4.1418665E7,597.464343365663
6,4688.4668,953.6803,4053.5,4.6884668E7,600.0058593140704
5,4881.8479,971.0272,4258.0,4.8818479E7,624.5139941005904
8,5013.2093,973.126,4377.0,5.0132093E7,622.5039473052725
11,5254.3734,976.8914,4457.5,5.2543734E7,636.3901144885525
9,5124.839,997.7922,4514.0,5.124839E7,622.0484491550825
6,5226.9623,1004.7709,4622.0,5.2269623E7,641.4538331166867
7,5420.6207,1017.7859,4756.0,5.4206207E7,559.915668433157
7,5563.5261,1021.8619,4784.0,5.5635261E7,633.2757694230571
5,5574.9752,1026.7244,4859.0,5.5749752E7,559.3944576542366
7,5580.0607,1022.7496,4820.5,5.5800607E7,692.0411544845504
4,5646.6271,1035.9268,4944.0,5.6466271E7,627.135807319267
10,5793.5101,1036.4186,5030.0,5.7935101E7,582.0087977202278
11,5744.0619,1052.157,5084.5,5.7440619E7,547.4259547045306
5,5882.704,1055.9156,5067.5,5.882704E7,499.5919609039104
8,5879.1479,1058.3334,5203.0,5.8791479E7,692.797866113391
5,5959.3669,1062.4709,5238.0,5.9593669E7,648.3453376662306
6,6041.6887,1063.1742,5357.0,6.0416887E7,624.7633496650336
9,5890.5951,1059.152,5262.0,5.8905951E7,597.3072966703311
6,6000.9553,1071.2548,5233.5,6.0009553E7,567.9159227077296
5,6125.8467,1075.9415,5381.5,6.1258467E7,538.0340318968107
7,6112.6228,1068.0005,5451.0,6.1126228E7,527.4203406659332
7,6087.5232,1076.8742,5465.5,6.0875232E7,495.9371429857006
8,5989.9019,1079.5105,5324.0,5.9899019E7,478.40446675332464
4,6168.9169,1080.0583,5490.0,6.1689169E7,449.8641269873002
5,6116.9853,1078.1257,5452.0,6.1169853E7,864.2068469153098
3,6263.2117,1090.5264,5640.0,6.2632117E7,841.9883158684141
3,6224.3411,1082.4524,5566.0,6.2243411E7,814.0541413858592
7,6281.71,1089.1816,5670.0,6.28171E7,782.2964813518612
5,6340.1864,1094.5126,5701.5,6.3401864E7,751.8017673232694
