9,4666.7333,998.0369,4167.0,4.6667333E7,610.0095499450047
9,5252.8284,1044.7284,4632.0,5.2528284E7,593.7828541145917
11,5461.5803,1063.5029,4812.5,5.4615803E7,633.7632894710532
7,5545.6432,1068.3046,5012.0,5.5456432E7,629.2997206279371
6,5856.2593,1077.6468,5104.5,5.8562593E7,649.82437106289
6,5748.2606,1094.8766,5171.0,5.7482606E7,632.5400686931333
12,5837.2711,1102.8269,5196.0,5.8372711E7,634.7777174282595
7,6010.7188,1110.7293,5288.0,6.0107188E7,568.9930897910214
7,6144.143,1121.5228,5520.5,6.144143E7,628.0304802519737
11,6035.7528,1121.3998,5396.5,6.0357528E7,563.7015130486949
11,6173.8494,1127.1643,5477.0,6.1738494E7,684.4082264773479
5,6279.0566,1126.9907,5562.5,6.2790566E7,629.7456203379676
9,6308.7524,1141.9752,5648.0,6.3087524E7,587.7547881211877
6,6324.7744,1143.4086,5632.0,6.3247744E7,544.2751873812615
12,6373.6715,1153.0381,5687.5,6.3736715E7,496.18629807019346
8,6517.8403,1150.0498,5934.5,6.5178403E7,706.9395680431965
7,6445.9802,1145.2181,5766.5,6.4459802E7,676.4401079892012
6,6507.3893,1169.7759,5841.0,6.5073893E7,629.1853594640536
3,6455.3008,1159.0392,5847.5,6.4553008E7,603.9198709129114
7,6502.3586,1167.9077,5849.0,6.5023586E7,558.0263363663634
5,6583.0369,1171.7366,5941.5,6.5830369E7,534.7293986601352
13,6674.7252,1172.8045,6025.0,6.6747252E7,518.0809689031116
9,6544.6275,1176.029,5939.5,6.5446275E7,496.39586721327856
8,6605.1696,1173.7655,5921.0,6.6051696E7,481.4096067393261
7,6684.9026,1179.9708,5998.0,6.6849026E7,452.13307249275005
1,6722.8024,1184.6486,6141.0,6.7228024E7,849.7530509948984
9,6797.1054,1197.5406,6210.0,6.7971054E7,828.9987129287057
4,6782.6931,1186.3488,6162.5,6.7826931E7,804.59371382862
4,6834.5655,1192.5905,6153.0,6.8345655E7,781.2746072392744
5,6864.2455,1201.1944,6222.0,6.8642455E7,764.1676682331774
